team_code,shirt_number,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,source,source_page
IRQ,22,GK,AHMED BASIL,Ahmed Basil Fadhil,AL-FADHLI,AHMED B.,19/08/1996,Al Shorta SC (IRQ),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,23,DF,MERCHAS DOSKI,Merchas Ghazi Salih,SALIH,DOSKI,07/12/1999,FC Viktoria Plzeň (CZE),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,24,MF,ZAID ISMAEL,Zaid Ismael Khaleel,AL-DULAIMI,ZAID I.,03/01/2002,Al Talaba SC (IRQ),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,25,DF,MUSTAFA SAADOON,Mustafa Saadoon Abbood,AL KORJI,MUSTAFA,25/05/2001,Al Shorta SC (IRQ),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,26,DF,FRANS PUTROS,Frans Dhia Jirjis,HADDAD,FRANS,14/07/1993,Persib Bandung (IDN),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
JPN,1,GK,SUZUKI Zion,Zion,SUZUKI,,21/08/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,2,DF,SUGAWARA Yukinari,Yukinari,SUGAWARA,,28/06/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,3,DF,TANIGUCHI Shogo,Shogo,TANIGUCHI,,15/07/1991,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,4,DF,ITAKURA Kou,Kou,ITAKURA,,27/01/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,5,DF,NAGATOMO Yuto,Yuto,NAGATOMO,,12/09/1986,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,6,MF,ENDO Wataru,Wataru,ENDO,,09/02/1993,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,7,MF,TANAKA Ao,Ao,TANAKA,,10/09/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,8,MF,KUBO Takefusa,Takefusa,KUBO,,04/06/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,9,FW,GOTO Keisuke,Keisuke,GOTO,,03/06/2005,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,10,MF,DOAN Ritsu,Ritsu,DOAN,,16/06/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,11,MF,MAEDA Daizen,Daizen,MAEDA,,20/10/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,12,GK,OSAKO Keisuke,Keisuke,OSAKO,,28/07/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,13,MF,NAKAMURA Keito,Keito,NAKAMURA,,28/07/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,14,MF,ITO Junya,Junya,ITO,,09/03/1993,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,15,MF,KAMADA Daichi,Daichi,KAMADA,,05/08/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,16,DF,WATANABE Tsuyoshi,Tsuyoshi,WATANABE,,05/02/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,17,MF,SUZUKI Yuito,Yuito,SUZUKI,,25/10/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,18,FW,UEDA Ayase,Ayase,UEDA,,28/08/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,19,FW,OGAWA Koki,Koki,OGAWA,,08/08/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,20,DF,SEKO Ayumu,Ayumu,SEKO,,07/06/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,21,DF,ITO Hiroki,Hiroki,ITO,,12/05/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,22,DF,TOMIYASU Takehiro,Takehiro,TOMIYASU,,05/11/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,23,GK,HAYAKAWA Tomoki,Tomoki,HAYAKAWA,,03/03/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,24,MF,SANO Kaishu,Kaishu,SANO,,30/12/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,25,DF,SUZUKI Junnosuke,Junnosuke,SUZUKI,,12/07/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JPN,26,FW,SHIOGAI Kento,Kento,SHIOGAI,,26/03/2005,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25
JOR,1,GK,YAZEED ABULAILA,Yazeed Mo'ien Hasan,,ABULAILA,,08/01/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,2,DF,MOHAMMAD ABUHASHEESH,Mohammad Ali Hasan,,ABUHASHEESH,,09/05/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,3,DF,ABDALLAH NASIB,Abdallah Mousa Musallam,,NASIB,,25/02/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,4,DF,HUSAM ABUDAHAB,Husam Ali Mohammad,,ABUDAHAB,,13/05/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,5,DF,YAZAN ALARAB,Yazan Mousa Mahmoud,,ALARAB,,31/01/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,6,MF,AMER JAMOUS,Amer Rasem Adel,,JAMOUS,,03/07/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,7,FW,MOHAMMAD ABUZRAIQ,Mohammad Faisal Yousef,,ABU ZRAIQ,,30/12/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,8,MF,NOOR ALRAWABDEH,Noor Al-Deen Mahmoud Ali,,AL RAWABDEH,,24/02/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,9,FW,ALI OLWAN,Ali Iyad Ali,,OLWAN,,26/03/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,10,FW,MOUSA ALTAMARI,Mousa Mohammad Mousa,,SULEIMAN,,10/06/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,11,FW,ODEH FAKHOURY,Odeh Burhan Shehadeh,,FAKHOURY,,22/11/2005,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,12,GK,NOUR BANIATEYAH,Noureddin Zaid Khaleel,,BANI ATEYAH,,25/01/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,13,FW,MAHMOUD ALMARDI,Mahmoud Nayef Ahmad,,ALMARDI,,06/10/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,14,MF,RAJAEI AYED,Raja'ei Ayed Fadel,,HASAN,,25/07/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,15,MF,IBRAHIM SADEH,Ibrahim Mohammad Sami,,SA'DEH,,27/04/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,16,DF,MOHAMMAD ABUALNADI,Mohammad Majed Jamil,,ABUALNADI,,08/02/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,17,DF,SALEEM OBAID,Saleem Amer Saleem,,OBAID,,17/01/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,18,FW,IBRAHIM SABRA,Ibrahim Mohammad Abdallah,,SABRA,,01/02/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,19,DF,SAED ALROSAN,Sa'ed Ahmad Salameh,,ALROSAN,,01/02/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,20,MF,MOHANNAD ABUTAHA,Mohannad Mahmoud Saleh,,ABU TAHA,,02/02/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,21,MF,NIZAR ALRASHDAN,Nizar Mahmoud Ahmed,,AL-RASHDAN,,23/03/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,22,GK,ABDALLAH ALFAKHORI,Abdallah Ra'ed Mahmoud,,ALFAKHORI,,22/01/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,23,DF,EHSAN HADDAD,Ehsan Manel Farhan,,HADDAD,,05/02/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,24,FW,ALI AZAIZEH,Ali Ahmad Ali,,AZAIZEH,,13/04/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,25,MF,MOHAMMAD ALDAOUD,Mohammad Ratib Mohammad,,ALDAOUD,,12/04/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
JOR,26,DF,ANAS BADAWI,Anas Said Ghazi,,BADAWI,,13/09/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26
KOR,1,GK,KIM Seunggyu,Seunggyu,KIM,,30/09/1990,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,2,DF,LEE Hanbeom,Hanbeom,LEE,,17/06/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,3,MF,LEE Gihyuk,Gihyuk,LEE,,07/07/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,4,DF,KIM Minjae,Minjae,KIM,,15/11/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,5,DF,KIM Taehyeon,Taehyeon,KIM,,17/09/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,6,MF,HWANG Inbeom,Inbeom,HWANG,,20/09/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,7,FW,SON Heungmin,Heung Min,SON,,08/07/1992,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,8,MF,PAIK Seungho,Seungho,PAIK,,17/03/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,9,FW,CHO Guesung,Guesung,CHO,,25/01/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,10,MF,LEE Jaesung,Jae Sung,LEE,,10/08/1992,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,11,MF,HWANG Heechan,Hee Chan,HWANG,,26/01/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,12,GK,SONG Bumkeun,Bumkeun,SONG,,15/10/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,13,DF,LEE Taeseok,Taeseok,LEE,,28/07/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,14,DF,CHO Wije,Wije,CHO,,25/08/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,15,DF,KIM Moonhwan,Moonhwan,KIM,,01/08/1995,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,16,DF,PARK Jinseob,Jinseob,PARK,,23/10/1995,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,17,MF,BAE Junho,Junho,BAE,,21/08/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,18,FW,OH Hyeongyu,Hyeongyu,OH,,12/04/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,19,MF,LEE Kangin,Kangin,LEE,,19/02/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,20,MF,YANG Hyunjun,Hyunjun,YANG,,25/05/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,21,GK,JO Hyeonwoo,Hyeonwoo,JO,,25/09/1991,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,22,DF,SEOL Youngwoo,Youngwoo,SEOL,,05/12/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,23,DF,CASTROP Jens,Jens,CASTROP,,29/07/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,24,MF,KIM Jingyu,Jingyu,KIM,,24/02/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,25,MF,EOM Jisung,Jisung,EOM,,09/05/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
KOR,26,MF,LEE Donggyeong,Donggyeong,LEE,,20/09/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27
MEX,1,GK,RANGEL Raul,José Raúl,RANGEL AGUILAR,,,25/02/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,2,DF,SANCHEZ Jorge,Jorge Eduardo,SÁNCHEZ RAMOS,,,10/12/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,3,DF,MONTES Cesar,César Jasib,MONTES CASTRO,,,24/02/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,4,DF,ALVAREZ Edson,Edson Omar,ÁLVAREZ VELÁZQUEZ,,,24/10/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,5,DF,VASQUEZ Johan,Johan Felipe,VÁSQUEZ IBARRA,,,22/10/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,6,MF,LIRA Erik,Erik Antonio,LIRA MÉNDEZ,,,08/05/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,7,MF,ROMO Luis,Luis Francisco,ROMO BARRÓN,,,05/06/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,8,MF,FIDALGO Alvaro,Álvaro,FIDALGO FERNÁNDEZ,,,09/04/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,9,FW,JIMENEZ Raul,Raúl Alonso,JIMÉNEZ RODRÍGUEZ,,,05/05/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,10,FW,VEGA Alexis,Ernesto Alexis,VEGA ROJAS,,,25/11/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,11,FW,GIMENEZ Santiago,Santiago Tomás,GIMENEZ,,,18/04/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,12,GK,ACEVEDO Carlos,Carlos,ACEVEDO LÓPEZ,,,19/04/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,13,GK,OCHOA Guillermo,Francisco Guillermo,OCHOA MAGAÑA,,,13/07/1985,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,14,FW,GONZALEZ Armando,Armando,GONZÁLEZ ALBA,,,20/04/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,15,DF,REYES Israel,Israel,REYES ROMERO,,,23/05/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,16,FW,QUINONES Julian,Julián Andrés,QUIÑONES QUIÑONES,,,24/03/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,17,MF,PINEDA Orbelin,Orbelín,PINEDA ALVARADO,,,24/03/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,18,MF,VARGAS Obed,Obed Goméz,VARGAS,,,05/08/2005,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,19,MF,MORA Gilberto,Gilberto Rafael,MORA ZAMBRANO,,,14/10/2008,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,20,DF,CHAVEZ Mateo,Mateo,CHÁVEZ GARCÍA,,,12/05/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,21,FW,HUERTA Cesar,César Saúl,HUERTA VALERA,,,03/12/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,22,FW,MARTINEZ Guillermo,Guillermo,MARTÍNEZ AYALA,,,15/03/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,23,DF,GALLARDO Jesus,Jesús Daniel,GALLARDO VASCONCELOS,,,15/08/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,24,MF,CHAVEZ Luis,Luis Gerardo,CHÁVEZ MAGALLÓN,,,15/01/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,25,FW,ALVARADO Roberto,Roberto Carlos,ALVARADO HERNÁNDEZ,,,07/09/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MEX,26,MF,GUTIERREZ Brian,Brian,GUTIÉRREZ,,,17/06/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,28
MAR,1,GK,BOUNOU Yassine,Yassine,,BOUNOU,,05/04/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,2,DF,HAKIMI Achraf,Achraf,,HAKIMI,,04/11/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,3,DF,MAZRAOUI Noussair,Noussair,,MAZRAOUI,,14/11/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,4,MF,AMRABAT Sofyan,Sofyan,,AMRABAT,,21/08/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,5,DF,AGUERD Nayef,Nayef,,AGUERD,,30/03/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,6,MF,BOUADDI Ayyoub,Ayyoub,,BOUADDI,,02/10/2007,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,7,MF,TALBI Chemsdine,Chemsdine,,TALBI,,09/05/2005,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,8,MF,OUNAHI Azzedine,Azz-Eddine,,OUNAHI,,19/04/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,9,FW,RAHIMI Souane,Souane,,RAHIMI,,02/06/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,10,FW,DIAZ Brahim,Brahim,,ABDELKADER DIAZ,,03/08/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,11,MF,SAIBARI Ismael,Ismael,,SAIBARI,,28/01/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,12,GK,EL KAJOUI Munir,Monir,,EL KAJOUI,,10/05/1989,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,13,DF,EL OUAHDI Zakaria,Zakaria,,EL OUAHDI,,31/12/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,14,DF,DIOP Issa,Issa Laye Lucas Jean,,DIOP,,09/01/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,15,MF,EL MOURABET Samir,Samir,,EL MOURABET,,06/10/2005,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,16,MF,YASSINE Gessime,Gessime Ben Youssef Mustapha,,YASSINE,,22/11/2005,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,17,FW,EZZALZOULI Abde,Abdessamad,,EZZALZOULI,,17/12/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,18,DF,RIAD Chadi,Chadi,,RIAD,,17/06/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,19,DF,BELAMMARI Youssef,Youssef,,BELAMMARI,,20/09/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,20,FW,EL KAABI Ayoub,Ayoub,,EL KAABI,,25/06/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,21,FW,AMAIMOUNI Ayoube,Ayoube,,AMAIMOUNI,,30/11/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,22,GK,TAGNAOUTI Ahmed Reda,Ahmed Reda,,TAGNAOUTI,,05/04/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,23,MF,EL KHANNOUSS Bilal,Bilal,,EL KHANNOUSS,,10/05/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,24,MF,EL AYNAOUI Neil,Neil Yoni,,EL AYNAOUI,,02/07/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,25,DF,HALHAL Redouane,Redouane,,HALHAL,,05/03/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
MAR,26,DF,SALAH EDDINE Anass,Anass,,SALAH EDDINE,,18/01/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,29
NED,1,GK,VERBRUGGEN Bart,Bart,,VERBRUGGEN,,18/08/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,2,DF,TIMBER Jurrien,Jurriën David Norman,,TIMBER,,17/06/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,3,MF,DE ROON Marten,Marten Elco,,DE ROON,,29/03/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,4,DF,VAN DIJK Virgil,Virgil,,VAN DIJK,,08/07/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,5,DF,AKE Nathan,Nathan Benjamin,,AKÉ,,18/02/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,6,DF,VAN HECKE Jan Paul,Jan-Paul,,VAN HECKE,,08/06/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,7,MF,KLUIVERT Justin,Justin Dean,,KLUIVERT,,05/05/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,8,MF,GRAVENBERCH Ryan,Ryan Jiro,,GRAVENBERCH,,16/05/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,9,FW,WEGHORST Wout,Wout François Maria,,WEGHORST,,07/08/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,10,FW,DEPAY Memphis,Memphis,,DEPAY,,13/02/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,11,FW,GAKPO Cody,Cody Mathès,,GAKPO,,07/05/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,12,DF,WIEFFER Mats,Mats Henrik Berne,,WIEFFER,,16/11/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,13,GK,ROEFS Robin,Robin Gerardus Petrus,,ROEFS,,17/01/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,14,MF,REIJNDERS Tijjani,Tijjani Martinus Jan,,REIJNDERS,,29/07/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,15,DF,VAN DE VEN Micky,Micky,,VAN DE VEN,,19/04/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,16,MF,TIL Guus,Guus Berend,,TIL,,22/12/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,17,FW,LANG Noa,Noa Noëll,,LANG,,17/06/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,18,FW,MALEN Donyell,Donyell,,MALEN,,19/01/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,19,FW,BROBBEY Brian,Brian Ebenezer Adjei,,BROBBEY,,01/02/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,20,MF,KOOPMEINERS Teun,Teun,,KOOPMEINERS,,28/02/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,21,MF,DE JONG Frenkie,Frenkie,,DE JONG,,12/05/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,22,DF,DUMFRIES Denzel,Denzel Justus Morris,,DUMFRIES,,18/04/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,23,GK,FLEKKEN Mark,Mark Maria Hubertus,,FLEKKEN,,13/06/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,24,FW,SUMMERVILLE Crysencio,Crysencio Jilbert Sylverio Cir,,SUMMERVILLE,,30/10/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,25,DF,HATO Jorrel,Jorrel Evan,,HATO,,07/03/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
NED,26,MF,TIMBER Quinten,Quinten Ryan Crispito,,TIMBER,,17/06/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,30
